交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5954846-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:24,CQR,op3,cu3,王五,87000
a5954b20-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:29,CQR,op1,cu1,张三,13000
a5954d6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:17,CQR,op1,cu1,张三,13000
a5954f8a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:10,JHR,op2,cu1,张三,66000
a59551a6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:48,JHR,op6,cu2,李四,93000
a59556c4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:49,JHR,op1,cu2,李四,10000
a59559c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:53,CQR,op1,cu1,张三,99000
a5955c1e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:18,QLR,op1,cu3,王五,66000
a5955e44-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:14,QLR,op1,cu3,王五,5000
a5956060-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:05,CQR,op2,cu1,张三,91000
a5956272-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:32,QLR,op3,cu2,李四,15000
a595647a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:52,QLR,op4,cu2,李四,1000
a5956682-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:44,QLR,op2,cu3,王五,72000
a595688a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:40,CQR,op5,cu1,张三,64000
a5956a88-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:10,JHR,op1,cu1,张三,74000
a5956c90-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:50,CQR,op5,cu1,张三,95000
a5956e8e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:27,QLR,op5,cu3,王五,19000
a595708c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:32,QLR,op3,cu1,张三,24000
a595728a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:24,CQR,op5,cu2,李四,73000
a5957488-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:11,CQR,op3,cu3,王五,28000
a5957686-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:25,JHR,op6,cu2,李四,80000
a5957884-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:48,JHR,op2,cu3,王五,40000
a5957a82-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:35,QLR,op3,cu2,李四,41000
a5957cd0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:06,JHR,op5,cu3,王五,44000
a5957ed8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:25,CQR,op4,cu3,王五,29000
a59582d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:50,QLR,op2,cu3,王五,88000
a59585a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:44,QLR,op3,cu2,李四,53000
a5958a7c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:42,CQR,op2,cu2,李四,9000
a5958d56-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:54,JHR,op5,cu2,李四,20000
a5958fb8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:39,QLR,op6,cu2,李四,35000
a59591e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:58,CQR,op6,cu2,李四,54000
a595940e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:04,QLR,op5,cu3,王五,11000
a595962a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:14,JHR,op5,cu2,李四,82000
a595983c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:13,QLR,op5,cu2,李四,73000
a5959a4e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:11,CQR,op6,cu2,李四,24000
a5959c60-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:48,JHR,op2,cu2,李四,96000
a5959e72-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:46,JHR,op2,cu2,李四,23000
a595a070-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:46,JHR,op1,cu2,李四,31000
a595a278-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:30,CQR,op1,cu2,李四,59000
a595a480-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:07,JHR,op2,cu3,王五,96000
a595a67e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:49,JHR,op6,cu1,张三,40000
a595a886-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:03,QLR,op3,cu2,李四,96000
a595aa84-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:32,JHR,op6,cu2,李四,33000
a595ac8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:04,JHR,op1,cu2,李四,17000
a595ae94-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:23,JHR,op1,cu3,王五,39000
a595b092-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:25,QLR,op2,cu2,李四,30000
a595b29a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:18,CQR,op2,cu2,李四,68000
a595b498-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:37,JHR,op4,cu1,张三,97000
a595b696-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:10,JHR,op3,cu2,李四,22000
a595b894-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:58,QLR,op3,cu3,王五,61000
a595ba9c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:04,CQR,op6,cu2,李四,88000
a595bc9a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:18,CQR,op5,cu3,王五,97000
a595bea2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:22,JHR,op5,cu3,王五,97000
a595c0aa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:38,QLR,op4,cu2,李四,20000
a595c2a8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:29,QLR,op3,cu2,李四,75000
