交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5b43936-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:50,QLR,op4,cu2,李四,41000
a5b43ce2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:21,CQR,op3,cu1,张三,58000
a5b43fd0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:36,CQR,op5,cu1,张三,87000
a5b441c4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:36,QLR,op1,cu2,李四,43000
a5b443ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:23,QLR,op4,cu3,王五,23000
a5b4458e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:16,CQR,op3,cu1,张三,40000
a5b44778-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:28,QLR,op5,cu1,张三,60000
a5b44958-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:15,QLR,op5,cu1,张三,37000
a5b44b38-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:49,CQR,op6,cu3,王五,96000
a5b44d18-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:58,CQR,op4,cu2,李四,10000
a5b44ef8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:43,QLR,op2,cu3,王五,49000
a5b450d8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:11,JHR,op1,cu1,张三,62000
a5b452ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:13,JHR,op5,cu1,张三,82000
a5b4548e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:14,JHR,op4,cu1,张三,22000
a5b4566e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:36,QLR,op6,cu1,张三,60000
a5b4584e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:16,QLR,op3,cu3,王五,36000
a5b45a2e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:18,JHR,op4,cu3,王五,81000
a5b45c04-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:48,JHR,op4,cu3,王五,51000
a5b45de4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:32,CQR,op4,cu3,王五,1000
a5b45fc4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:00,CQR,op6,cu2,李四,52000
a5b461a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:05,JHR,op1,cu3,王五,4000
a5b4637a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:46,CQR,op5,cu3,王五,32000
a5b465f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:59,JHR,op4,cu1,张三,41000
a5b4683e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:10,JHR,op3,cu2,李四,30000
a5b46a1e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:55,JHR,op4,cu3,王五,61000
a5b46bf4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:01,JHR,op4,cu2,李四,79000
a5b46dd4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:25,QLR,op4,cu2,李四,75000
a5b46fb4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:19,JHR,op6,cu3,王五,66000
a5b4718a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:29,JHR,op6,cu3,王五,89000
a5b4736a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:14,QLR,op2,cu2,李四,83000
a5b47554-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:22,JHR,op4,cu3,王五,16000
a5b4773e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:49,CQR,op5,cu3,王五,59000
a5b4791e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:58,CQR,op4,cu1,张三,26000
a5b47afe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:08,QLR,op1,cu1,张三,96000
a5b47cde-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:54,CQR,op5,cu2,李四,25000
a5b47ebe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:48,CQR,op3,cu1,张三,69000
a5b48094-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:29,JHR,op6,cu2,李四,84000
a5b48274-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:35,QLR,op6,cu3,王五,65000
