交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5145ca4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:15,JHR,op6,cu3,王五,67000
a5145f4c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:44,CQR,op3,cu2,李四,45000
a5146172-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:25,JHR,op3,cu1,张三,94000
a5146370-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:59,CQR,op4,cu2,李四,58000
a514656e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:23,QLR,op4,cu1,张三,96000
a5146758-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:41,JHR,op4,cu1,张三,3000
a5146942-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:21,CQR,op5,cu2,李四,42000
a5146b2c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:19,CQR,op2,cu3,王五,66000
a5146d0c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:12,QLR,op4,cu2,李四,62000
a5146eec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:13,QLR,op5,cu3,王五,70000
a51470d6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:40,CQR,op5,cu2,李四,31000
a51472c0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:22,CQR,op3,cu1,张三,66000
a51474a0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:06,JHR,op4,cu2,李四,31000
a5147680-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:07,JHR,op4,cu1,张三,7000
a514786a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:04,QLR,op4,cu3,王五,44000
a5147a4a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:30,QLR,op6,cu2,李四,15000
a5147c34-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:31,CQR,op6,cu1,张三,48000
a5147e14-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:02,CQR,op3,cu1,张三,45000
a5147ff4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:50,QLR,op4,cu2,李四,76000
a51481de-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:47,JHR,op1,cu3,王五,31000
a51483be-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:15,JHR,op4,cu1,张三,75000
a514859e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:35,JHR,op2,cu3,王五,81000
a514877e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:46,CQR,op2,cu3,王五,27000
a514895e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:53,CQR,op4,cu2,李四,11000
a5148b3e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:43,JHR,op6,cu1,张三,43000
a5148d28-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:12,CQR,op1,cu1,张三,21000
a5148f08-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:50,QLR,op6,cu1,张三,14000
a51490e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:57,JHR,op1,cu2,李四,14000
a51492d2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:22,CQR,op3,cu3,王五,74000
a51494b2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:21,QLR,op4,cu3,王五,13000
a5149692-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:10,JHR,op4,cu1,张三,96000
a514987c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:53,QLR,op4,cu1,张三,7000
a5149a5c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:10,CQR,op1,cu3,王五,30000
a5149c3c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:14,JHR,op2,cu3,王五,91000
a5149e26-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:13,JHR,op2,cu1,张三,79000
a514a006-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:20,QLR,op5,cu2,李四,73000
a514a1f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:54,CQR,op1,cu2,李四,99000
a514a3d0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:56,JHR,op5,cu1,张三,11000
a514a5ba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:00,CQR,op3,cu3,王五,2000
a514a7a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:36,QLR,op6,cu3,王五,42000
a514a984-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:04,JHR,op5,cu3,王五,37000
a514ab64-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:48,CQR,op5,cu1,张三,6000
a514ad44-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:45,CQR,op2,cu3,王五,7000
a514af24-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:07,JHR,op3,cu3,王五,84000
a514b104-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:26,CQR,op5,cu2,李四,57000
a514b2e4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:50,JHR,op1,cu1,张三,87000
a514b4ce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:39,CQR,op3,cu3,王五,10000
a514b6ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:27,JHR,op3,cu3,王五,50000
a514b88e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:48,JHR,op6,cu2,李四,31000
a514ba6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:35,QLR,op1,cu1,张三,75000
a514bc4e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:29,QLR,op1,cu2,李四,45000
a514be2e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:38,CQR,op5,cu3,王五,93000
a514c004-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:54,QLR,op4,cu2,李四,35000
a514c1ee-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:13,JHR,op1,cu1,张三,20000
a514c3c4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:32,JHR,op2,cu2,李四,20000
a514c5a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:49,QLR,op1,cu3,王五,61000
a514c784-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:48,JHR,op5,cu1,张三,31000
