交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5c05928-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:22,QLR,op3,cu2,李四,33000
a5c05c34-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:57,QLR,op5,cu3,王五,67000
a5c05e78-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:11,CQR,op5,cu2,李四,64000
a5c06094-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:24,JHR,op6,cu2,李四,5000
a5c062a6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:32,JHR,op1,cu1,张三,87000
a5c064ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:05,JHR,op3,cu2,李四,98000
a5c066ac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:03,QLR,op6,cu2,李四,89000
a5c068b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:33,CQR,op3,cu2,李四,88000
a5c06ab2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:58,JHR,op1,cu1,张三,89000
a5c06cb0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:59,JHR,op4,cu1,张三,88000
a5c06ea4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:51,QLR,op2,cu2,李四,20000
a5c070a2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:13,CQR,op2,cu2,李四,13000
a5c072a0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:49,QLR,op1,cu1,张三,70000
a5c07494-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:30,JHR,op2,cu1,张三,91000
a5c07692-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:24,CQR,op4,cu1,张三,73000
a5c07890-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:39,QLR,op1,cu1,张三,34000
a5c07a84-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:36,QLR,op1,cu1,张三,66000
a5c07c82-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:03,JHR,op5,cu2,李四,93000
a5c07e76-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:59,CQR,op1,cu3,王五,89000
a5c08074-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:05,CQR,op2,cu2,李四,85000
a5c082a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:04,JHR,op2,cu1,张三,73000
a5c08470-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:58,QLR,op1,cu1,张三,70000
a5c0863c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:44,JHR,op3,cu2,李四,49000
a5c08812-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:18,JHR,op1,cu1,张三,28000
a5c089d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:43,CQR,op2,cu2,李四,84000
a5c08baa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:38,CQR,op5,cu2,李四,90000
a5c08d76-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:49,QLR,op3,cu3,王五,6000
a5c08f42-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:55,QLR,op1,cu3,王五,78000
