交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a598ef14-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:04,QLR,op3,cu2,李四,34000
a598f216-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:45,JHR,op3,cu3,王五,47000
a598f45a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:26,QLR,op4,cu2,李四,88000
a598f694-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:05,JHR,op6,cu1,张三,46000
a598f8b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:39,JHR,op1,cu3,王五,79000
a598fac2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:18,CQR,op6,cu3,王五,44000
a598fcca-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:44,CQR,op5,cu2,李四,29000
a598fed2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:14,QLR,op6,cu1,张三,11000
a59900da-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:21,QLR,op6,cu2,李四,31000
a5990314-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:09,CQR,op2,cu1,张三,70000
a599056c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:44,JHR,op3,cu2,李四,53000
a5990774-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:19,JHR,op1,cu1,张三,43000
a5990972-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:57,QLR,op3,cu2,李四,1000
a5990b84-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:01,JHR,op3,cu2,李四,86000
a5990d8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:08,CQR,op3,cu1,张三,76000
a5990f8a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:14,JHR,op6,cu3,王五,17000
a599119c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:51,QLR,op5,cu2,李四,19000
a59913a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:19,CQR,op2,cu2,李四,89000
a59915a2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:24,QLR,op4,cu1,张三,25000
a5991cbe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:36,QLR,op1,cu2,李四,5000
a5992178-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:13,QLR,op1,cu2,李四,82000
a59926dc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:52,CQR,op6,cu1,张三,23000
a59929e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:02,QLR,op4,cu2,李四,8000
a5992c54-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:03,QLR,op2,cu2,李四,92000
a5992ee8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:41,CQR,op2,cu2,李四,66000
a599310e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:24,QLR,op3,cu3,王五,94000
a599332a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:25,JHR,op2,cu3,王五,93000
a599353c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:39,CQR,op2,cu3,王五,64000
a599374e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:37,QLR,op5,cu1,张三,70000
a5993960-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:00,JHR,op4,cu3,王五,25000
a5993bb8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:50,CQR,op5,cu3,王五,33000
a5993dac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:24,JHR,op5,cu2,李四,71000
a5993f96-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:57,CQR,op1,cu3,王五,63000
a5994180-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:43,CQR,op1,cu3,王五,77000
a5994374-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:29,QLR,op6,cu3,王五,52000
a5994568-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:49,JHR,op1,cu3,王五,48000
a599475c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:42,CQR,op6,cu2,李四,31000
a599493c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:00,CQR,op4,cu1,张三,82000
a5994b30-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:53,QLR,op5,cu2,李四,18000
a5994db0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:49,CQR,op5,cu3,王五,87000
a5995152-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:17,CQR,op4,cu2,李四,85000
a59955b2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:55,CQR,op2,cu3,王五,52000
