交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a53dc8f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:59,CQR,op2,cu2,李四,78000
a53dcc88-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:53,CQR,op3,cu3,王五,50000
a53dcf4e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:52,CQR,op6,cu3,王五,36000
a53dd1e2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:59,CQR,op1,cu2,李四,29000
a53dd462-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:49,JHR,op5,cu2,李四,13000
a53dd6d8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:44,CQR,op6,cu3,王五,6000
a53dd944-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:40,CQR,op4,cu3,王五,87000
a53ddbb0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:32,QLR,op3,cu3,王五,66000
a53dde1c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:02,QLR,op5,cu3,王五,97000
a53de07e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:46,QLR,op1,cu1,张三,43000
a53de2f4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:45,QLR,op5,cu1,张三,65000
a53de56a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:22,CQR,op3,cu3,王五,86000
a53de7d6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:26,JHR,op3,cu2,李四,21000
a53dea42-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:40,CQR,op2,cu1,张三,64000
a53decb8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:21,CQR,op2,cu3,王五,47000
a53def1a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:57,JHR,op1,cu3,王五,39000
a53df190-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:52,CQR,op5,cu2,李四,67000
a53df3f2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:03,QLR,op5,cu1,张三,49000
a53df65e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:38,CQR,op1,cu3,王五,76000
a53df8d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:03,QLR,op2,cu3,王五,33000
a53e0054-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:35,JHR,op1,cu3,王五,78000
a53e041e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:46,JHR,op5,cu1,张三,68000
a53e06ee-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:56,CQR,op4,cu2,李四,66000
a53e0ba8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:23,QLR,op3,cu1,张三,56000
a53e0f7c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:36,QLR,op6,cu2,李四,28000
a53e1242-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:34,QLR,op1,cu2,李四,63000
a53e14e0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:22,JHR,op3,cu2,李四,41000
a53e1760-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:23,QLR,op3,cu2,李四,33000
a53e19e0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:00,QLR,op4,cu2,李四,39000
a53e1c4c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:24,QLR,op3,cu3,王五,6000
a53e1eb8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:51,JHR,op5,cu3,王五,31000
a53e2124-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:57,QLR,op5,cu3,王五,71000
a53e23a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:40,CQR,op3,cu2,李四,80000
a53e2606-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:52,CQR,op5,cu2,李四,43000
a53e28cc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:01,JHR,op2,cu2,李四,14000
a53e2b2e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:32,JHR,op6,cu1,张三,53000
a53e2d90-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:35,CQR,op5,cu2,李四,95000
a53e2ffc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:47,QLR,op4,cu3,王五,96000
