交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5426982-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:21,JHR,op1,cu2,李四,27000
a5426c16-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:11,CQR,op4,cu3,王五,48000
a5426e28-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:29,JHR,op4,cu3,王五,37000
a542701c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:40,JHR,op3,cu2,李四,81000
a5427206-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:06,JHR,op6,cu1,张三,66000
a54273f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:22,CQR,op3,cu1,张三,8000
a54275d0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:54,CQR,op3,cu2,李四,44000
a54277b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:34,CQR,op3,cu1,张三,69000
a5427986-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:47,QLR,op1,cu1,张三,95000
a5427b5c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:56,QLR,op4,cu3,王五,18000
a5427d32-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:34,JHR,op5,cu2,李四,45000
a5427f12-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:47,JHR,op4,cu3,王五,88000
a54280f2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:22,QLR,op4,cu3,王五,70000
a54282d2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:20,CQR,op1,cu1,张三,6000
a5428552-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:50,QLR,op5,cu2,李四,56000
a54287a0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:21,JHR,op1,cu1,张三,11000
a54289f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:31,QLR,op3,cu3,王五,37000
a5428d0e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:31,CQR,op2,cu1,张三,5000
a5428eee-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:35,CQR,op3,cu3,王五,52000
a542927c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:36,QLR,op5,cu2,李四,75000
a5429470-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:03,CQR,op3,cu2,李四,25000
a5429650-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:37,QLR,op2,cu2,李四,62000
a5429826-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:06,JHR,op4,cu3,王五,45000
a54299fc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:47,JHR,op3,cu2,李四,90000
a5429bd2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:37,JHR,op2,cu3,王五,81000
a5429da8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:00,JHR,op6,cu2,李四,71000
a5429f88-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:22,JHR,op2,cu1,张三,61000
a542a15e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:14,QLR,op5,cu3,王五,40000
a542a33e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:59,QLR,op1,cu2,李四,38000
