交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a547f500-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:29,CQR,op4,cu3,王五,21000
a547f7c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:22,QLR,op3,cu3,王五,96000
a547f9ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:56,JHR,op2,cu3,王五,29000
a547fbe0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:04,JHR,op2,cu2,李四,66000
a547fdc0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:20,CQR,op6,cu1,张三,16000
a547ffa0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:13,QLR,op4,cu2,李四,58000
a5480180-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:36,JHR,op2,cu1,张三,92000
a5480356-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:00,CQR,op6,cu2,李四,61000
a54805a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:10,CQR,op2,cu3,王五,32000
a54807e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:06,JHR,op3,cu1,张三,14000
a5480a40-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:36,QLR,op1,cu3,王五,48000
a5480ce8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:25,CQR,op2,cu3,王五,49000
a5480ec8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:15,JHR,op1,cu3,王五,99000
a54810f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:57,CQR,op5,cu3,王五,32000
a54812ce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:39,JHR,op2,cu2,李四,64000
a5481508-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:25,JHR,op2,cu3,王五,17000
a54816f2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:49,CQR,op2,cu3,王五,39000
a548192c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:21,JHR,op6,cu1,张三,54000
a5481b02-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:51,CQR,op2,cu1,张三,50000
a5481d46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:19,QLR,op6,cu2,李四,23000
