交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5d703f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:50,QLR,op4,cu1,张三,99000
a5d706d2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:02,QLR,op1,cu1,张三,39000
a5d70916-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:12,CQR,op6,cu3,王五,55000
a5d70b3c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:42,CQR,op5,cu3,王五,20000
a5d70d4e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:24,CQR,op3,cu1,张三,48000
a5d70f56-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:41,QLR,op2,cu3,王五,59000
a5d71172-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:02,QLR,op1,cu2,李四,58000
a5d7137a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:32,QLR,op4,cu3,王五,95000
a5d7158c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:08,JHR,op3,cu2,李四,46000
a5d7178a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:20,QLR,op1,cu3,王五,62000
a5d7199c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:37,QLR,op3,cu1,张三,85000
a5d71b9a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:10,CQR,op2,cu1,张三,58000
a5d71d98-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:35,QLR,op1,cu3,王五,14000
a5d71fa0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:26,CQR,op5,cu1,张三,94000
a5d721a8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:12,JHR,op6,cu2,李四,53000
a5d723b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:38,JHR,op6,cu3,王五,8000
a5d725ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:37,CQR,op4,cu1,张三,99000
a5d727ac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:33,QLR,op3,cu3,王五,46000
a5d729b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:03,QLR,op3,cu1,张三,87000
a5d72bb2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:52,CQR,op3,cu3,王五,31000
a5d72db0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:30,JHR,op3,cu2,李四,59000
a5d72fae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:43,CQR,op3,cu3,王五,42000
a5d731b6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:33,CQR,op1,cu2,李四,12000
a5d733b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:50,QLR,op5,cu3,王五,57000
a5d735b2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:05,JHR,op5,cu1,张三,7000
a5d737ba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:23,QLR,op6,cu1,张三,43000
a5d739b8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:29,CQR,op1,cu1,张三,51000
a5d73bb6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:40,JHR,op3,cu1,张三,95000
a5d73dbe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:43,QLR,op5,cu1,张三,19000
a5d73fc6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:25,QLR,op4,cu1,张三,26000
a5d741ba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:40,QLR,op2,cu2,李四,15000
a5d743c2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:28,QLR,op6,cu3,王五,76000
a5d74c6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:32,JHR,op5,cu2,李四,66000
a5d752ea-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:19,CQR,op1,cu2,李四,90000
a5d75664-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:14,JHR,op6,cu2,李四,10000
a5d75ab0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:19,CQR,op2,cu3,王五,82000
a5d76050-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:52,QLR,op4,cu3,王五,38000
a5d7644c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:52,QLR,op5,cu3,王五,64000
a5d76730-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:32,JHR,op2,cu2,李四,71000
a5d76992-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:45,QLR,op5,cu3,王五,34000
a5d76bcc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:41,CQR,op4,cu1,张三,28000
a5d76de8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:35,JHR,op4,cu1,张三,51000
a5d77072-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:21,JHR,op2,cu1,张三,97000
a5d77298-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:33,JHR,op3,cu3,王五,5000
a5d774be-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:31,JHR,op6,cu2,李四,91000
a5d776da-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:54,CQR,op3,cu3,王五,12000
a5d77900-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:18,JHR,op4,cu3,王五,5000
a5d77b1c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:45,QLR,op3,cu2,李四,76000
a5d77d2e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:41,CQR,op4,cu2,李四,22000
a5d77f40-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:57,CQR,op5,cu3,王五,67000
a5d78148-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:19,JHR,op6,cu3,王五,64000
a5d78350-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:44,JHR,op1,cu1,张三,77000
a5d7856c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:38,QLR,op6,cu3,王五,90000
a5d7877e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:28,JHR,op3,cu3,王五,69000
a5d78990-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:23,JHR,op4,cu2,李四,43000
a5d78d46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:28,JHR,op1,cu2,李四,72000
a5d79048-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:44,CQR,op1,cu3,王五,43000
a5d79296-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:50,CQR,op4,cu3,王五,46000
a5d794c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:54,CQR,op5,cu1,张三,15000
a5d796ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:57,JHR,op6,cu2,李四,14000
a5d798f4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:46,CQR,op5,cu2,李四,79000
a5d79afc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:31,CQR,op6,cu3,王五,52000
a5d79d0e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:05,JHR,op4,cu3,王五,7000
a5d79f20-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:01,JHR,op2,cu1,张三,75000
a5d7a128-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:45,CQR,op6,cu3,王五,16000
a5d7a33a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:25,JHR,op6,cu2,李四,72000
a5d7a54c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:50,CQR,op2,cu2,李四,73000
a5d7a75e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:07,CQR,op2,cu3,王五,88000
a5d7a966-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:30,JHR,op2,cu2,李四,70000
a5d7ab6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:18,QLR,op3,cu2,李四,70000
a5d7ad6c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:14,CQR,op2,cu2,李四,50000
a5d7af74-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:47,CQR,op1,cu1,张三,42000
a5d7b3a2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:02,QLR,op5,cu2,李四,65000
a5d7b654-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:14,CQR,op5,cu1,张三,15000
a5d7b898-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:21,JHR,op6,cu2,李四,14000
a5d7bb0e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:44,CQR,op5,cu3,王五,63000
a5d7bd2a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:38,JHR,op4,cu1,张三,45000
a5d7bf3c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:05,JHR,op3,cu3,王五,26000
a5d7c13a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:14,JHR,op5,cu2,李四,69000
a5d7c338-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:17,CQR,op6,cu2,李四,71000
a5d7c540-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:29,JHR,op2,cu3,王五,19000
a5d7c748-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:15,QLR,op3,cu2,李四,32000
a5d7c950-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:21,QLR,op4,cu2,李四,49000
a5d7cb4e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:03,CQR,op3,cu2,李四,75000
a5d7cd56-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:48,CQR,op1,cu1,张三,86000
a5d7cf54-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:12,QLR,op5,cu2,李四,33000
a5d7d15c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:04,QLR,op6,cu1,张三,15000
a5d7dd28-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:48,CQR,op1,cu3,王五,23000
a5d7dff8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:52,QLR,op5,cu1,张三,10000
a5d7e23c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:28,CQR,op2,cu2,李四,57000
a5d7e44e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:07,CQR,op2,cu3,王五,18000
a5d7e66a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:46,QLR,op4,cu3,王五,57000
