交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a519d260-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:27,JHR,op5,cu3,王五,73000
a519d4ea-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:58,CQR,op5,cu2,李四,82000
a519d6fc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:38,QLR,op5,cu2,李四,8000
a519d8fa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:52,QLR,op3,cu1,张三,99000
a519dad0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:36,QLR,op2,cu3,王五,49000
a519dcb0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:47,CQR,op4,cu3,王五,46000
a519de86-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:41,JHR,op4,cu3,王五,9000
a519e08e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:53,QLR,op5,cu2,李四,35000
a519e30e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:20,JHR,op2,cu1,张三,18000
a519e4f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:55,CQR,op1,cu2,李四,69000
a519e6ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:44,CQR,op5,cu3,王五,46000
a519e994-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:56,QLR,op3,cu2,李四,48000
a519ebce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:21,CQR,op2,cu1,张三,78000
a519eda4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:59,CQR,op6,cu2,李四,53000
a519ef7a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:13,JHR,op2,cu2,李四,73000
a519f146-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:14,QLR,op6,cu1,张三,25000
a519f312-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:55,QLR,op5,cu3,王五,19000
a519f4e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:05,JHR,op6,cu3,王五,53000
a519f6b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:44,JHR,op4,cu1,张三,61000
a519f88a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:54,JHR,op3,cu3,王五,23000
a519fa60-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:40,QLR,op2,cu3,王五,69000
a519fc2c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:54,JHR,op6,cu1,张三,16000
a519fe02-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:47,QLR,op3,cu1,张三,36000
a519ffce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:15,JHR,op2,cu1,张三,52000
a51a01a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:35,QLR,op6,cu3,王五,33000
a51a0370-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:27,CQR,op2,cu1,张三,53000
a51a0546-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:26,CQR,op1,cu3,王五,79000
a51a071c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:53,CQR,op1,cu1,张三,58000
a51a08f2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:17,QLR,op4,cu3,王五,50000
a51a0abe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:10,CQR,op3,cu2,李四,68000
