交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5e09ed6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:48,CQR,op4,cu3,王五,33000
a5e0a3ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:53,CQR,op5,cu2,李四,97000
a5e0a872-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:32,CQR,op5,cu1,张三,73000
a5e0ac46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:12,CQR,op3,cu1,张三,38000
a5e0af16-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:35,JHR,op3,cu3,王五,58000
a5e0b1c8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:19,QLR,op6,cu1,张三,66000
a5e0b556-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:34,CQR,op5,cu1,张三,58000
a5e0b84e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:06,QLR,op3,cu2,李四,58000
a5e0bc40-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:25,JHR,op1,cu2,李四,62000
a5e0c0e6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:17,JHR,op1,cu3,王五,11000
a5e0c424-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:50,CQR,op6,cu3,王五,94000
a5e0cd2a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:40,JHR,op2,cu2,李四,34000
a5e0d3ce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:53,JHR,op4,cu2,李四,87000
a5e0def0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:30,JHR,op4,cu2,李四,5000
a5e0f08e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:12,JHR,op2,cu3,王五,53000
a5e0fad4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:19,CQR,op3,cu3,王五,37000
a5e10268-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:39,QLR,op5,cu1,张三,98000
a5e10858-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:05,JHR,op1,cu1,张三,79000
a5e114b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:09,CQR,op2,cu2,李四,67000
a5e11a0a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:49,QLR,op5,cu1,张三,66000
a5e1211c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:40,JHR,op3,cu2,李四,47000
a5e12a5e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:43,CQR,op4,cu3,王五,47000
a5e1315c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:33,CQR,op6,cu1,张三,3000
a5e1365c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:48,QLR,op1,cu2,李四,7000
a5e13af8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:44,CQR,op2,cu2,李四,88000
a5e13f76-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:54,QLR,op3,cu2,李四,38000
a5e14318-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:33,QLR,op3,cu1,张三,11000
a5e14566-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:50,QLR,op6,cu2,李四,41000
a5e149da-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:07,QLR,op2,cu2,李四,56000
a5e14c50-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:04,CQR,op1,cu3,王五,39000
a5e14e80-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:14,QLR,op3,cu2,李四,73000
a5e15092-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:53,JHR,op2,cu2,李四,65000
a5e152a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:32,QLR,op1,cu3,王五,73000
a5e154ac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:26,CQR,op2,cu1,张三,74000
a5e156b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:39,JHR,op4,cu3,王五,85000
a5e15a06-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:37,QLR,op3,cu3,王五,28000
a5e15d44-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:07,CQR,op3,cu3,王五,24000
a5e15f6a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:14,JHR,op2,cu3,王五,17000
a5e16172-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:02,JHR,op1,cu1,张三,65000
a5e16384-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:50,CQR,op1,cu1,张三,4000
a5e1658c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:36,CQR,op5,cu3,王五,62000
a5e167ee-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:26,QLR,op1,cu1,张三,89000
a5e169f6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:13,CQR,op4,cu1,张三,40000
a5e16bfe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:55,CQR,op4,cu3,王五,7000
a5e16e06-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:37,QLR,op1,cu1,张三,24000
a5e1700e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:52,CQR,op6,cu1,张三,61000
a5e17220-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:11,CQR,op4,cu3,王五,45000
a5e1741e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:59,CQR,op5,cu2,李四,68000
a5e17626-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:14,QLR,op3,cu3,王五,27000
a5e17982-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:18,CQR,op5,cu3,王五,51000
a5e17bc6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:31,JHR,op1,cu1,张三,49000
a5e17dd8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:30,CQR,op6,cu2,李四,62000
a5e18e4a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:18,JHR,op6,cu3,王五,84000
a5e1939a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:43,CQR,op5,cu2,李四,74000
a5e19692-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:11,JHR,op5,cu2,李四,77000
a5e19994-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:02,JHR,op6,cu2,李四,87000
a5e19bf6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:35,CQR,op6,cu1,张三,57000
a5e19e26-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:41,CQR,op5,cu2,李四,56000
a5e1a042-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:35,QLR,op1,cu2,李四,69000
a5e1a25e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:52,CQR,op2,cu1,张三,37000
a5e1a47a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:11,QLR,op3,cu3,王五,92000
a5e1a68c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:42,JHR,op3,cu1,张三,82000
