交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5133856-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:29,CQR,op6,cu2,李四,99000
a5133ae0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:44,CQR,op3,cu2,李四,62000
a5133ce8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:52,JHR,op1,cu1,张三,31000
a5133edc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:49,JHR,op5,cu3,王五,7000
a51340c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:31,CQR,op6,cu3,王五,78000
a51342a6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:31,CQR,op5,cu3,王五,80000
a5134472-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:45,QLR,op6,cu1,张三,27000
a5134652-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:19,JHR,op6,cu2,李四,95000
a5134828-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:05:40,CQR,op3,cu3,王五,1000
a51349fe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:33,JHR,op1,cu1,张三,59000
a5134bd4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:59,JHR,op2,cu2,李四,89000
a5134db4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:01,QLR,op2,cu3,王五,43000
a5134f80-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:47,QLR,op4,cu3,王五,12000
a5135156-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:09,JHR,op3,cu3,王五,18000
a513532c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:24,CQR,op4,cu2,李四,63000
a513550c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:19,QLR,op4,cu1,张三,54000
a51356e2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:15,CQR,op5,cu1,张三,48000
a51358b8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:28,QLR,op5,cu1,张三,75000
a5135a8e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:48,CQR,op3,cu2,李四,33000
a5135c5a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:45,CQR,op4,cu3,王五,62000
a5135e3a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:35,CQR,op3,cu2,李四,48000
a5136010-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:11,CQR,op4,cu1,张三,92000
a51361e6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:44,JHR,op4,cu1,张三,82000
a51363bc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:25,JHR,op1,cu3,王五,68000
a5136588-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:49,QLR,op2,cu2,李四,13000
a513675e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:45,JHR,op3,cu2,李四,13000
a5136934-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:05,JHR,op1,cu1,张三,96000
a5136b0a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:58,CQR,op1,cu1,张三,47000
a5136cea-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:55,CQR,op2,cu1,张三,86000
a5136ec0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:57,CQR,op3,cu2,李四,69000
a5137096-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:33,QLR,op2,cu1,张三,83000
a5137262-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:39,CQR,op1,cu1,张三,18000
a5137438-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:21,CQR,op4,cu1,张三,18000
