交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5901588-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:50,JHR,op2,cu2,李四,86000
a59018b2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:39,JHR,op5,cu1,张三,98000
a5901b46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:03,QLR,op1,cu2,李四,15000
a5901db2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:23,CQR,op4,cu2,李四,52000
a5901fd8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:18,QLR,op6,cu3,王五,24000
a59021ea-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:55,CQR,op4,cu3,王五,10000
a5902460-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:48,CQR,op4,cu1,张三,12000
a59026b8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:07,CQR,op4,cu1,张三,69000
a5902956-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:28,QLR,op4,cu1,张三,58000
a5902eba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:17,QLR,op1,cu1,张三,46000
a59031d0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:24,CQR,op2,cu2,李四,5000
a5903464-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:18,JHR,op3,cu2,李四,48000
a5903842-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:27,CQR,op6,cu2,李四,9000
a5903aae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:14,JHR,op5,cu2,李四,66000
a5903cc0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:47,JHR,op3,cu1,张三,78000
a5903fcc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:09,QLR,op4,cu1,张三,31000
a590429c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:02,JHR,op5,cu2,李四,74000
a59045d0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:04,CQR,op6,cu1,张三,74000
a59047ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:39,CQR,op1,cu2,李四,55000
a5904a08-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:41,CQR,op5,cu3,王五,53000
a5904c10-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:33,QLR,op5,cu2,李四,2000
a5904e22-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:33,QLR,op5,cu2,李四,75000
a5905020-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:36,CQR,op3,cu3,王五,7000
a5905228-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:03,JHR,op3,cu2,李四,68000
a590543a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:22,QLR,op1,cu1,张三,62000
a5905638-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:43,CQR,op2,cu3,王五,5000
a5905840-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:24,QLR,op4,cu3,王五,56000
a5905a3e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:10,CQR,op3,cu3,王五,46000
a5905c96-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:15,JHR,op2,cu1,张三,43000
a5905e94-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:59,JHR,op6,cu1,张三,54000
