交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a56b9a46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:02,JHR,op3,cu1,张三,59000
a56b9ce4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:27,QLR,op4,cu1,张三,82000
a56b9ef6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:48,CQR,op4,cu1,张三,58000
a56ba0e0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:26,JHR,op4,cu1,张三,11000
a56ba2b6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:00,QLR,op2,cu1,张三,25000
a56ba48c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:31,QLR,op1,cu2,李四,30000
a56ba7ac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:47,JHR,op6,cu1,张三,24000
a56ba9a0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:59,QLR,op6,cu2,李四,82000
a56bab80-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:10,CQR,op2,cu3,王五,48000
a56bad60-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:32,QLR,op1,cu1,张三,82000
a56baf36-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:45,JHR,op4,cu1,张三,43000
a56bb102-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:28,JHR,op5,cu3,王五,52000
a56bb33c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:45,QLR,op5,cu2,李四,4000
a56bb544-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:11,QLR,op4,cu1,张三,50000
a56bb738-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:48,CQR,op4,cu3,王五,76000
a56bb936-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:48,JHR,op1,cu3,王五,57000
a56bbb2a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:52,QLR,op6,cu2,李四,78000
a56bbd8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:15,CQR,op4,cu3,王五,77000
a56bbfe4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:29,JHR,op4,cu1,张三,3000
a56bc2dc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:00,JHR,op2,cu2,李四,56000
a56bc4c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:46,QLR,op4,cu1,张三,10000
a56bc6d8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:00,QLR,op5,cu2,李四,43000
a56bc8c2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:24,QLR,op3,cu1,张三,17000
a56bcac0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:29,CQR,op2,cu3,王五,4000
a56bccaa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:03,CQR,op4,cu1,张三,82000
a56bce9e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:06,CQR,op1,cu1,张三,95000
a56bd088-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:02,QLR,op2,cu1,张三,61000
a56bd2a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:11,CQR,op1,cu3,王五,88000
a56bd4ca-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:35,JHR,op4,cu2,李四,18000
a56bd6d2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:11,QLR,op3,cu3,王五,45000
a56bd8e4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:38,JHR,op4,cu3,王五,47000
a56bdad8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:25,JHR,op2,cu2,李四,99000
a56bdccc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:06,JHR,op3,cu1,张三,9000
a56bdec0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:58,CQR,op4,cu1,张三,44000
a56be0b4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:36,CQR,op2,cu1,张三,30000
a56be2a8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:06,QLR,op4,cu2,李四,17000
a56be492-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:50,JHR,op2,cu3,王五,15000
a56be686-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:00,CQR,op3,cu3,王五,26000
a56be870-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:12,JHR,op5,cu1,张三,77000
a56beb36-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:30,JHR,op2,cu3,王五,34000
a56bedb6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:21,QLR,op4,cu2,李四,16000
a56befd2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:39,QLR,op1,cu3,王五,45000
a56bf1f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:05,JHR,op4,cu3,王五,26000
a56bf414-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:17,CQR,op6,cu3,王五,11000
a56bf748-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:19,JHR,op5,cu1,张三,38000
a56bf982-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:56,JHR,op2,cu1,张三,39000
a56bfb9e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:01,QLR,op2,cu2,李四,46000
a56bfdb0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:40,JHR,op5,cu1,张三,45000
a56bffb8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:35,QLR,op1,cu2,李四,42000
a56c01c0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:36,CQR,op4,cu1,张三,69000
a56c03c8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:37,CQR,op1,cu2,李四,44000
a56c06de-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:16,CQR,op5,cu3,王五,62000
a56c090e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:56,CQR,op2,cu1,张三,80000
a56c0b16-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:04,JHR,op2,cu3,王五,77000
a56c0d6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:41,JHR,op1,cu3,王五,34000
a56c0f76-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:46,QLR,op6,cu1,张三,45000
a56c117e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:27,JHR,op5,cu1,张三,30000
a56c137c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:29,JHR,op2,cu3,王五,89000
a56c157a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:08:52,QLR,op5,cu3,王五,64000
a56c1958-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:18,QLR,op2,cu1,张三,78000
a56c1c46-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:52,CQR,op3,cu3,王五,40000
a56c1e94-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:27,CQR,op4,cu1,张三,4000
a56c20ba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:32,QLR,op6,cu1,张三,48000
a56c22cc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:50,QLR,op1,cu1,张三,28000
a56c24d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:12,CQR,op6,cu3,王五,1000
a56c26d2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:20,QLR,op2,cu2,李四,13000
a56c28da-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:49,QLR,op5,cu3,王五,70000
a56c2ad8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:21,QLR,op5,cu3,王五,15000
a56c2cd6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:11,CQR,op5,cu2,李四,62000
