交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5a16d10-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:24,CQR,op1,cu3,王五,69000
a5a17012-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:50,QLR,op6,cu3,王五,65000
a5a17242-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:11,CQR,op4,cu3,王五,36000
a5a17440-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:44,QLR,op5,cu1,张三,59000
a5a17634-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:34,JHR,op1,cu3,王五,32000
a5a17814-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:21,JHR,op2,cu3,王五,92000
a5a179f4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:10,CQR,op3,cu2,李四,33000
a5a17bca-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:40,JHR,op1,cu2,李四,75000
a5a17daa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:27,JHR,op6,cu3,王五,40000
a5a17f8a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:19,QLR,op2,cu1,张三,31000
a5a1816a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:55:50,CQR,op1,cu3,王五,34000
a5a18340-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:52,CQR,op1,cu1,张三,34000
a5a18520-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:24,QLR,op5,cu1,张三,1000
a5a18700-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:44,CQR,op4,cu2,李四,89000
a5a188d6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:45,CQR,op3,cu2,李四,9000
a5a18aac-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:11,JHR,op3,cu1,张三,51000
a5a18c8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:19,JHR,op4,cu2,李四,62000
a5a18e62-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:30:05,JHR,op5,cu2,李四,95000
a5a19038-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:22,CQR,op6,cu1,张三,24000
a5a19218-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:16,QLR,op1,cu3,王五,13000
a5a193f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:37,CQR,op3,cu3,王五,90000
a5a195ce-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:01,CQR,op1,cu3,王五,90000
a5a197a4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:46,QLR,op6,cu2,李四,84000
a5a1997a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:49,CQR,op1,cu3,王五,4000
a5a19b50-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:33,QLR,op1,cu1,张三,91000
a5a19d26-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:10,QLR,op1,cu2,李四,30000
a5a19efc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:40,CQR,op6,cu3,王五,71000
a5a1a0c8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:03,CQR,op6,cu1,张三,60000
a5a1a29e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:22:17,QLR,op5,cu2,李四,86000
a5a1a474-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:30,QLR,op5,cu3,王五,62000
a5a1a64a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:53,QLR,op4,cu2,李四,25000
a5a1a820-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:25,CQR,op3,cu2,李四,74000
a5a1a9ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:50,QLR,op5,cu3,王五,80000
a5a1abc2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:22,CQR,op1,cu3,王五,90000
a5a1ad98-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:09,CQR,op4,cu2,李四,18000
a5a1af6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:29,CQR,op1,cu3,王五,83000
a5a1b144-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:27,CQR,op3,cu3,王五,70000
a5a1b31a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:49,JHR,op1,cu1,张三,43000
a5a1b4f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:38,JHR,op3,cu3,王五,45000
a5a1b6c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:25,JHR,op4,cu1,张三,80000
a5a1b914-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:48:15,JHR,op5,cu3,王五,70000
a5a1bec8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:07,QLR,op2,cu3,王五,90000
a5a1c1d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:19:23,CQR,op3,cu3,王五,49000
a5a1c436-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:12,QLR,op3,cu3,王五,27000
a5a1c72e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:56,CQR,op1,cu2,李四,55000
a5a1c9d6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:39,CQR,op5,cu3,王五,4000
a5a1cbf2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:18,JHR,op3,cu1,张三,30000
a5a1ce04-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:59,JHR,op6,cu1,张三,30000
a5a1d016-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:44,CQR,op4,cu3,王五,48000
a5a1d232-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:09,JHR,op6,cu1,张三,74000
a5a1d44e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:30,CQR,op4,cu3,王五,38000
a5a1d660-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:17,QLR,op3,cu2,李四,44000
a5a1d868-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:00,CQR,op5,cu2,李四,85000
a5a1da7a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:52,QLR,op4,cu3,王五,18000
a5a1dc8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:34,QLR,op5,cu3,王五,61000
a5a1de94-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:54,JHR,op4,cu2,李四,19000
a5a1e09c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:12,QLR,op4,cu3,王五,91000
a5a1e2ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:10,JHR,op2,cu1,张三,86000
a5a1e4c0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:42,JHR,op1,cu3,王五,67000
a5a1e6c8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:25,QLR,op6,cu2,李四,70000
a5a1e8d0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:31,JHR,op1,cu3,王五,9000
a5a1eae2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:53,CQR,op1,cu3,王五,16000
a5a1ece0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:08,JHR,op3,cu1,张三,85000
a5a1eefc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:40,JHR,op4,cu3,王五,9000
a5a1f15e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:15,JHR,op5,cu3,王五,61000
a5a1f348-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:29,CQR,op6,cu2,李四,17000
a5a1f51e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:07,QLR,op2,cu1,张三,32000
a5a1f6f4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:56,JHR,op5,cu3,王五,74000
a5a1f8d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:56,QLR,op1,cu1,张三,88000
a5a1fab4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:15,JHR,op1,cu2,李四,73000
a5a1fc8a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:28,JHR,op5,cu2,李四,30000
a5a1fe60-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:48,QLR,op1,cu3,王五,11000
a5a20040-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:54,CQR,op1,cu2,李四,55000
a5a2023e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:41,JHR,op3,cu3,王五,46000
a5a20428-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:16,JHR,op3,cu2,李四,86000
a5a20612-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:21,QLR,op3,cu1,张三,27000
a5a207e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:30,JHR,op5,cu3,王五,7000
a5a209c8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:32,QLR,op4,cu3,王五,96000
a5a20ba8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:58,QLR,op3,cu3,王五,48000
a5a20d7e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:51,QLR,op1,cu3,王五,89000
a5a20f5e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:21,JHR,op6,cu3,王五,99000
a5a2113e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:31:47,CQR,op5,cu1,张三,76000
a5a2131e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:51,JHR,op1,cu1,张三,27000
a5a214f4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:15,CQR,op6,cu2,李四,76000
a5a216ca-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:00:36,CQR,op4,cu1,张三,29000
a5a218aa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:02,JHR,op5,cu2,李四,89000
a5a21a8a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:23,JHR,op2,cu1,张三,45000
a5a21c6a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:27,QLR,op3,cu1,张三,33000
a5a21e4a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:18,CQR,op1,cu2,李四,6000
a5a22020-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:03,CQR,op1,cu1,张三,55000
a5a221f6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:39,JHR,op3,cu1,张三,63000
a5a226b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:40,QLR,op3,cu2,李四,94000
a5a22908-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:42,JHR,op2,cu1,张三,12000
a5a22b06-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:46,QLR,op2,cu3,王五,43000
a5a22cf0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:22,CQR,op1,cu3,王五,61000
a5a22ed0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:13,JHR,op1,cu2,李四,40000
a5a230b0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:55,JHR,op3,cu3,王五,64000
a5a23286-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:33,QLR,op6,cu1,张三,63000
a5a23452-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:06:56,QLR,op6,cu2,李四,83000
a5a23628-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:30,QLR,op1,cu3,王五,77000
a5a23808-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:23,CQR,op5,cu2,李四,48000
a5a239de-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:00,CQR,op6,cu2,李四,62000
a5a23bb4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:23,CQR,op2,cu3,王五,68000
a5a23d80-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:48,JHR,op4,cu2,李四,42000
a5a23f56-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:19,JHR,op4,cu3,王五,61000
a5a2412c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:16,CQR,op2,cu3,王五,16000
a5a242f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:34,JHR,op4,cu3,王五,68000
