交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a5830ae6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:01,QLR,op3,cu2,李四,63000
a5830d8e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:58:06,QLR,op6,cu2,李四,23000
a5830faa-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:56,JHR,op5,cu1,张三,96000
a583119e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:23,QLR,op3,cu3,王五,44000
a5831400-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:15,CQR,op3,cu2,李四,65000
a5831658-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:12:01,CQR,op4,cu2,李四,82000
a5831856-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:29:47,CQR,op4,cu3,王五,25000
a5831a54-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:14,QLR,op3,cu1,张三,28000
a5831c52-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:31,CQR,op1,cu3,王五,8000
a5831e8c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:18,QLR,op1,cu1,张三,69000
a583229c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:26,QLR,op1,cu2,李四,74000
a583253a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:22,CQR,op6,cu1,张三,22000
a5832788-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:13:43,JHR,op4,cu1,张三,67000
a58329ae-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:11:31,CQR,op1,cu2,李四,10000
a5832bc0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:27,QLR,op2,cu3,王五,87000
a5832dd2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:15,CQR,op5,cu3,王五,84000
a5832fd0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:24,QLR,op1,cu3,王五,84000
a58331d8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:11,QLR,op5,cu1,张三,18000
a58333e0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:47:55,JHR,op2,cu1,张三,5000
a58335e8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:35:27,QLR,op5,cu3,王五,11000
a58337f0-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:23:58,JHR,op6,cu3,王五,9000
a58339f8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:39,CQR,op4,cu2,李四,80000
a5833c00-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:03,JHR,op5,cu1,张三,10000
a5833e58-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:20,QLR,op3,cu3,王五,73000
a5834038-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:47,JHR,op5,cu2,李四,62000
a583420e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:36,JHR,op6,cu1,张三,35000
a58343e4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:55,CQR,op2,cu1,张三,49000
a58345ba-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:46,JHR,op3,cu3,王五,7000
a5834790-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:38,CQR,op5,cu1,张三,63000
a5834966-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:10:40,JHR,op6,cu3,王五,99000
a5834b3c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:27,CQR,op3,cu1,张三,45000
a5834d12-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:28:43,JHR,op1,cu1,张三,84000
a5834ee8-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:35,QLR,op5,cu3,王五,1000
a58350be-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:01:31,QLR,op4,cu2,李四,83000
a5835294-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:56:55,JHR,op5,cu1,张三,63000
a583546a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:17,QLR,op2,cu2,李四,11000
a5835640-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:10,QLR,op2,cu3,王五,1000
a5835816-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:27,JHR,op1,cu2,李四,47000
a58359ec-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:21,QLR,op2,cu3,王五,91000
a5835bc2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:31,JHR,op1,cu3,王五,43000
a5835da2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:10,JHR,op4,cu3,王五,80000
a5835f78-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:03,QLR,op3,cu3,王五,72000
a5836158-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:12,CQR,op2,cu2,李四,22000
a583643c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:30,QLR,op6,cu1,张三,52000
a5836702-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:48,JHR,op3,cu3,王五,70000
a5836914-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:49:23,QLR,op4,cu3,王五,29000
a5836b12-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:37,JHR,op6,cu3,王五,64000
a5836d1a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:44,QLR,op2,cu1,张三,83000
a5836f2c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:43:59,QLR,op5,cu2,李四,35000
a583712a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:25:50,QLR,op6,cu1,张三,64000
a5837328-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:59:18,CQR,op1,cu1,张三,95000
a5837530-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:16,CQR,op4,cu1,张三,74000
a5837738-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:38:15,QLR,op2,cu3,王五,49000
a5837940-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:50,JHR,op6,cu3,王五,16000
a5837b48-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:51:52,QLR,op3,cu2,李四,65000
a5837d50-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:31,CQR,op1,cu1,张三,69000
a5837f58-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:08,CQR,op1,cu1,张三,17000
a5838160-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:40:37,JHR,op5,cu1,张三,96000
a5838368-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:32:44,CQR,op1,cu1,张三,81000
a5838570-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:06,CQR,op1,cu3,王五,84000
