交易序号,交易时间,交易网点,操作员编号,客户id,客户名称,交易金额
a59deea6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:24:00,QLR,op2,cu1,张三,5000
a59df158-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:27:45,QLR,op4,cu2,李四,46000
a59df388-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:57:00,QLR,op6,cu2,李四,48000
a59df586-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:09:45,QLR,op4,cu3,王五,13000
a59df77a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:36:13,JHR,op5,cu1,张三,36000
a59df964-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:29,QLR,op6,cu3,王五,42000
a59dfb58-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:41,QLR,op4,cu3,王五,51000
a59dfd42-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:27,CQR,op1,cu2,李四,98000
a59dff2c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:15:26,CQR,op4,cu1,张三,38000
a59e010c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:24,CQR,op3,cu2,李四,35000
a59e02f6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:54:58,QLR,op3,cu2,李四,38000
a59e04ea-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:17:12,JHR,op1,cu2,李四,98000
a59e06d4-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:38,QLR,op2,cu3,王五,30000
a59e08be-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:44:52,CQR,op6,cu1,张三,80000
a59e0ab2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:18:33,QLR,op2,cu3,王五,61000
a59e0c9c-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:45,CQR,op2,cu2,李四,34000
a59e0e86-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:32,CQR,op4,cu1,张三,74000
a59e1066-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:03:53,JHR,op1,cu2,李四,38000
a59e1250-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:46:42,CQR,op2,cu2,李四,13000
a59e1476-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:50:31,QLR,op3,cu1,张三,97000
a59e166a-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:14:57,CQR,op4,cu3,王五,84000
a59e1854-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:21:48,QLR,op1,cu3,王五,14000
a59e1a3e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:04:59,CQR,op2,cu3,王五,93000
a59e1c28-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:41:50,CQR,op5,cu2,李四,2000
a59e1e12-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:02:16,QLR,op5,cu2,李四,65000
a59e1ffc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:34:36,QLR,op2,cu2,李四,29000
a59e21dc-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:39:48,JHR,op5,cu3,王五,56000
a59e23c6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:07:09,QLR,op6,cu2,李四,86000
a59e25a6-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:45:14,JHR,op3,cu1,张三,53000
a59e2790-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:16:24,QLR,op4,cu3,王五,65000
a59e2984-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:37:53,QLR,op1,cu1,张三,10000
a59e2b6e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:53:37,QLR,op4,cu1,张三,10000
a59e2d80-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:20:43,JHR,op6,cu2,李四,1000
a59e2fe2-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:26:37,QLR,op5,cu1,张三,43000
a59e31fe-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:52:34,CQR,op2,cu1,张三,88000
a59e3406-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:42:02,JHR,op4,cu3,王五,38000
a59e360e-bde2-11e9-a2a0-acbc328b17af,2019-08-12 10:33:29,JHR,op5,cu2,李四,15000
